Application_ID,Plot_Area,Zone_Type,FSI_Allowed,FSI_Used,Floors,Building_Height,Front_Setback,Rear_Setback,Side_Setback,Parking_Spaces_Required,Parking_Spaces_Provided,Road_Width,Fire_NOC,Env_NOC,Traffic_NOC,Green_Area_Percentage,Zone_Compliance,Approval_Status,Rejection_Reasons
APP005270,3318,Industrial,1.5,1.13,19,32.15,2.53,2.2,1.98,19,24,7.08,1,0,1,38.25,1,0,"SetbackDeficit, MissingNOC"
APP005271,3238,Residential,3.0,2.75,15,33.64,6.04,6.15,4.89,36,39,29.15,1,1,1,3.66,1,1,None
APP005272,1003,Residential,1.8,1.55,13,12.4,2.53,2.77,2.95,18,21,14.71,1,1,1,27.63,1,0,SetbackDeficit
APP005273,4186,Residential,1.0,0.84,7,47.63,6.48,6.84,3.5,40,49,21.88,1,1,1,20.98,1,1,None
APP005274,2269,Industrial,1.2,1.17,11,24.13,4.74,4.07,4.15,12,21,22.01,1,1,1,35.37,1,1,None
APP005275,439,Residential,1.5,1.11,8,6.74,1.56,2.71,2.33,38,46,7.37,1,1,0,16.56,1,0,"SetbackDeficit, MissingNOC"
APP005276,4370,Industrial,3.0,3.65,20,42.21,3.01,4.39,5.23,46,41,12.38,1,1,1,20.34,1,0,"FSIExceeded, ParkingDeficit"
APP005277,1814,Residential,3.0,2.14,16,50.64,7.04,4.28,5.51,12,20,21.75,1,1,1,22.12,1,1,None
APP005278,4792,Residential,2.2,1.62,11,55.5,6.59,5.48,5.01,4,8,27.89,1,1,1,34.99,1,1,None
APP005279,4646,Commercial,2.2,1.78,5,42.09,6.33,6.69,3.14,14,22,24.69,1,1,1,31.99,1,1,None
APP005280,656,Residential,1.5,1.24,7,15.52,5.36,3.2,3.03,29,27,19.92,1,1,1,11.2,1,0,ParkingDeficit
APP005281,3187,Residential,2.0,2.06,16,37.44,7.14,3.05,3.93,39,42,11.58,1,1,1,38.21,1,0,FSIExceeded
APP005282,3366,Residential,1.8,1.29,16,55.15,1.67,1.91,1.53,48,51,28.77,1,1,1,30.12,1,0,SetbackDeficit
APP005283,3667,Residential,3.0,2.42,20,24.28,6.02,6.15,4.64,35,38,15.69,0,1,1,0.48,1,0,MissingNOC
APP005284,2156,Commercial,3.0,2.99,17,57.43,7.02,3.1,3.63,29,38,9.6,0,1,1,7.35,1,0,MissingNOC
APP005285,3999,Commercial,1.0,0.81,19,10.37,6.84,6.07,5.22,3,8,6.52,1,0,1,34.23,1,0,MissingNOC
APP005286,1116,Residential,2.8,2.19,15,45.04,5.57,6.66,4.63,47,49,28.8,1,0,1,25.83,1,0,MissingNOC
APP005287,2162,Residential,3.0,2.31,15,11.6,7.74,5.51,5.08,3,3,24.67,1,1,1,10.33,1,1,None
APP005288,938,Residential,2.0,1.97,20,48.94,5.22,5.16,3.45,38,43,11.19,0,1,0,6.86,1,0,MissingNOC
APP005289,1737,Residential,1.8,2.08,15,10.37,6.04,4.35,5.91,17,17,9.4,1,1,1,5.87,1,0,FSIExceeded
APP005290,4421,Mixed-use,1.8,1.41,3,22.91,6.46,5.84,3.62,9,10,29.03,1,1,1,12.72,1,1,None
APP005291,3596,Industrial,1.2,1.19,12,47.73,4.18,5.88,3.4,41,45,11.78,1,1,1,35.94,1,1,None
APP005292,1913,Residential,3.0,2.45,6,30.31,3.95,6.94,3.9,12,11,17.09,1,1,1,14.08,0,0,"ParkingDeficit, ZoningViolation"
APP005293,3579,Residential,2.0,2.14,20,53.55,2.25,2.26,1.58,46,49,20.66,1,1,1,26.43,1,0,"FSIExceeded, SetbackDeficit"
APP005294,1551,Mixed-use,1.5,1.94,5,27.1,5.16,3.17,5.16,16,15,7.5,1,1,1,4.46,1,0,"FSIExceeded, ParkingDeficit"
APP005295,2413,Residential,2.2,1.77,11,59.72,5.41,6.88,4.79,5,8,14.27,1,1,1,21.26,1,1,None
APP005296,1614,Residential,3.0,2.68,12,6.03,6.4,3.47,5.1,24,27,28.65,1,0,1,13.71,1,0,MissingNOC
APP005297,1331,Commercial,3.0,2.43,7,43.28,7.2,6.29,4.89,9,12,22.81,1,1,1,6.42,1,1,None
APP005298,1745,Residential,2.0,1.68,9,55.37,2.79,1.62,1.8,17,27,14.83,0,1,1,31.91,1,0,"SetbackDeficit, MissingNOC"
APP005299,3099,Residential,2.8,2.54,18,34.48,1.72,2.08,1.65,17,16,25.0,1,1,1,32.62,1,0,"SetbackDeficit, ParkingDeficit"
APP005300,3540,Mixed-use,1.8,1.76,14,59.37,4.38,4.35,3.14,25,30,26.09,0,1,0,12.25,1,0,MissingNOC
APP005301,4156,Commercial,2.0,1.83,4,43.94,5.0,3.75,3.36,11,13,9.64,1,1,1,26.15,1,1,None
APP005302,405,Residential,2.5,1.89,8,28.62,5.02,4.18,4.36,35,44,20.08,1,1,1,15.76,1,1,None
APP005303,3636,Residential,2.5,2.31,16,33.35,7.94,3.59,3.94,19,20,14.8,1,1,1,1.78,1,1,None
APP005304,1823,Residential,2.5,1.94,4,53.26,5.35,3.03,4.43,17,21,18.16,1,1,1,17.11,1,1,None
APP005305,1789,Commercial,2.8,2.5,19,57.67,6.56,4.19,5.18,37,43,17.26,1,1,1,23.03,1,1,None
APP005306,1617,Residential,2.0,1.8,6,35.57,1.58,2.29,2.83,9,17,18.09,1,1,1,11.96,1,0,SetbackDeficit
APP005307,4017,Residential,1.0,0.73,19,21.89,7.59,6.58,3.24,21,16,18.53,1,1,1,37.96,1,0,ParkingDeficit
APP005308,519,Mixed-use,3.0,2.74,15,18.16,4.45,5.98,5.47,24,20,7.66,1,1,1,22.32,1,0,ParkingDeficit
APP005309,3036,Residential,3.0,3.28,12,31.24,6.65,5.31,4.26,41,42,10.26,1,1,1,14.86,1,0,FSIExceeded
APP005310,3962,Residential,2.5,2.46,12,21.3,7.02,6.99,3.4,15,15,19.59,1,1,1,29.4,1,1,None
APP005311,4329,Residential,2.2,1.69,2,28.15,4.24,5.81,4.73,17,17,28.46,1,1,1,13.64,1,1,None
APP005312,1550,Residential,2.0,2.45,9,50.9,2.04,2.95,1.71,39,48,23.92,1,1,0,0.99,1,0,"FSIExceeded, SetbackDeficit, MissingNOC"
APP005313,3196,Residential,2.0,2.28,3,30.96,6.7,4.2,3.39,19,29,11.73,1,1,1,0.33,1,0,FSIExceeded
APP005314,3361,Mixed-use,1.5,1.44,1,40.25,5.78,4.79,3.65,41,42,14.68,1,1,1,12.08,1,1,None
APP005315,1264,Industrial,1.0,1.29,14,9.96,5.01,4.32,5.44,31,39,14.05,1,1,1,6.24,1,0,FSIExceeded
APP005316,1969,Residential,2.2,2.1,13,46.92,3.21,4.58,4.3,37,46,24.47,1,1,1,14.1,1,1,None
APP005317,1919,Residential,2.8,1.99,5,31.56,3.22,5.92,5.66,37,40,29.33,1,1,1,30.79,0,0,ZoningViolation
APP005318,2805,Commercial,1.2,0.97,7,24.85,6.17,4.06,3.02,40,48,14.53,1,1,0,12.36,1,0,MissingNOC
APP005319,3615,Residential,2.8,2.25,14,38.6,3.6,6.44,4.76,41,42,6.35,1,1,1,22.39,1,1,None
APP005320,1442,Residential,2.8,2.65,16,10.61,7.94,3.23,5.22,42,50,28.49,1,1,0,36.79,1,0,MissingNOC
APP005321,2326,Mixed-use,2.8,2.11,18,27.77,3.72,3.54,4.82,2,11,24.08,0,1,1,27.93,1,0,MissingNOC
APP005322,1179,Residential,1.5,1.09,14,49.6,6.44,6.07,4.38,18,13,26.02,1,1,1,22.47,1,0,ParkingDeficit
APP005323,4306,Residential,2.8,2.09,1,19.41,5.34,5.39,3.69,29,35,11.01,1,1,1,34.68,1,1,None
APP005324,4663,Residential,1.8,1.61,6,55.28,6.25,3.75,4.18,8,12,21.5,1,0,1,13.23,1,0,MissingNOC
APP005325,2879,Residential,1.5,1.19,10,38.2,6.58,4.72,3.4,21,16,11.59,1,1,1,7.91,1,0,ParkingDeficit
APP005326,2628,Residential,3.0,3.83,6,34.74,2.02,2.71,2.23,43,43,6.28,1,1,1,29.89,1,0,"FSIExceeded, SetbackDeficit"
APP005327,913,Residential,2.8,2.55,2,26.98,4.61,6.25,5.94,25,31,9.77,1,1,1,2.35,1,1,None
APP005328,2131,Residential,1.2,1.0,7,45.81,3.69,4.28,5.24,2,6,28.15,1,1,0,16.97,1,0,MissingNOC
APP005329,422,Commercial,2.8,2.06,17,36.05,1.92,1.93,1.99,19,14,11.17,0,1,1,11.48,0,0,"SetbackDeficit, ParkingDeficit, MissingNOC, ZoningViolation"
APP005330,3069,Residential,1.5,1.42,14,48.81,3.62,3.07,4.68,27,27,20.04,1,1,1,38.85,1,1,None
APP005331,1003,Residential,2.2,2.18,7,23.24,5.98,4.39,4.05,15,20,29.23,1,1,1,15.08,1,1,None
APP005332,1641,Commercial,2.0,1.92,9,43.61,7.43,6.38,5.29,20,17,7.82,1,1,1,26.54,1,0,ParkingDeficit
APP005333,3603,Industrial,2.8,2.65,19,56.89,5.03,6.47,4.79,19,20,25.39,1,1,1,10.74,1,1,None
APP005334,2753,Residential,3.0,3.18,11,20.4,3.75,4.97,4.49,46,49,20.34,1,1,0,39.33,1,0,"FSIExceeded, MissingNOC"
APP005335,2576,Residential,2.5,2.4,3,58.96,5.04,3.05,5.91,8,9,13.76,1,1,1,7.22,1,1,None
APP005336,3440,Residential,2.2,2.19,4,27.58,7.05,6.36,3.93,3,5,14.74,1,1,1,36.27,1,1,None
APP005337,4343,Commercial,2.2,1.82,5,7.12,5.24,4.19,5.59,8,9,6.65,1,0,1,17.81,1,0,MissingNOC
APP005338,1241,Residential,1.0,0.87,4,24.67,5.11,6.69,3.05,29,32,12.14,1,0,1,17.09,0,0,"MissingNOC, ZoningViolation"
APP005339,949,Residential,2.0,1.75,13,13.23,7.0,3.25,4.51,29,37,16.16,1,1,0,28.05,1,0,MissingNOC
APP005340,466,Residential,2.8,2.79,9,21.74,4.87,3.8,3.01,43,45,23.21,1,1,1,3.73,0,0,ZoningViolation
APP005341,2997,Residential,2.2,1.67,14,10.28,6.4,5.54,3.27,18,27,12.59,1,1,1,21.87,1,1,None
APP005342,1189,Residential,1.0,1.18,16,14.8,3.47,4.69,4.04,31,34,19.93,1,1,1,8.8,1,0,FSIExceeded
APP005343,4141,Residential,2.0,2.09,6,11.97,3.31,3.52,3.77,22,29,23.56,1,1,1,6.28,1,0,FSIExceeded
APP005344,2138,Industrial,2.0,1.64,10,7.39,4.23,4.31,4.33,38,40,22.76,1,1,1,35.1,1,1,None
APP005345,2960,Commercial,1.5,1.28,13,21.29,6.55,6.87,5.2,10,16,20.17,1,1,1,39.89,1,1,None
APP005346,4370,Residential,2.8,2.51,3,56.75,3.49,6.25,5.08,37,41,19.92,1,1,1,38.85,1,1,None
APP005347,1954,Residential,3.0,2.46,11,57.22,2.2,1.58,2.58,23,24,23.31,0,1,1,32.85,1,0,"SetbackDeficit, MissingNOC"
APP005348,4783,Residential,2.2,1.71,3,51.57,7.67,3.32,4.93,16,12,14.05,1,1,1,36.8,1,0,ParkingDeficit
APP005349,594,Residential,2.2,1.72,7,5.67,5.88,4.59,5.89,15,21,16.81,1,1,0,36.97,1,0,MissingNOC
APP005350,3282,Industrial,1.2,0.98,10,6.55,2.76,2.1,1.82,28,30,29.19,1,1,1,7.05,1,0,SetbackDeficit
APP005351,1884,Mixed-use,1.2,1.09,1,5.57,7.43,5.21,3.58,19,26,22.05,1,1,1,3.43,1,1,None
APP005352,3610,Residential,2.2,1.81,4,25.17,6.04,4.06,5.01,11,7,18.48,1,1,1,5.07,1,0,ParkingDeficit
APP005353,3886,Residential,2.8,3.28,8,58.91,5.73,3.03,5.06,49,56,19.88,1,0,1,6.5,1,0,"FSIExceeded, MissingNOC"
APP005354,4230,Residential,1.2,1.08,20,54.33,3.93,3.97,5.24,23,33,8.51,0,1,1,32.9,1,0,MissingNOC
APP005355,1098,Commercial,3.0,2.41,17,18.78,5.37,5.92,4.63,24,24,20.21,1,1,1,37.65,1,1,None
APP005356,4569,Commercial,3.0,2.15,5,27.56,3.03,5.57,4.69,43,47,26.08,1,1,1,14.07,1,1,None
APP005357,1551,Industrial,1.8,1.71,17,50.34,6.02,4.73,3.73,42,42,18.57,0,1,1,1.37,1,0,MissingNOC
APP005358,1851,Commercial,1.8,1.62,9,46.72,7.09,5.76,4.81,49,51,10.25,1,1,1,12.3,1,1,None
APP005359,2380,Residential,1.8,1.68,8,12.29,6.93,3.53,4.7,6,11,16.76,1,1,1,28.25,1,1,None
APP005360,4900,Commercial,2.0,1.78,7,10.93,1.93,1.56,2.79,26,36,12.67,0,1,1,37.72,1,0,"SetbackDeficit, MissingNOC"
APP005361,4758,Commercial,2.8,3.02,5,34.9,1.98,2.64,2.72,2,8,14.63,1,1,1,17.99,1,0,"FSIExceeded, SetbackDeficit"
APP005362,3034,Residential,1.2,0.87,4,10.62,2.83,2.19,2.42,25,35,11.4,1,1,1,13.44,1,0,SetbackDeficit
APP005363,3834,Residential,2.0,2.03,3,50.38,3.93,3.66,4.42,34,32,14.01,0,1,1,26.13,1,0,"FSIExceeded, ParkingDeficit, MissingNOC"
APP005364,3446,Commercial,1.2,1.14,8,18.93,7.67,3.64,5.16,38,45,25.72,1,1,1,8.45,1,1,None
APP005365,1973,Commercial,2.8,2.43,5,15.36,2.47,1.57,1.86,8,9,24.18,1,1,1,30.63,1,0,SetbackDeficit
APP005366,4634,Commercial,1.0,0.98,5,15.21,5.88,4.01,5.97,25,32,17.77,1,1,1,16.56,1,1,None
APP005367,3903,Commercial,2.5,3.13,17,7.49,6.08,3.91,5.4,16,21,24.78,1,1,1,39.09,1,0,FSIExceeded
APP005368,2079,Commercial,1.5,1.7,15,40.3,4.47,3.85,3.89,12,14,29.41,1,1,1,37.36,1,0,FSIExceeded
APP005369,798,Commercial,1.8,2.31,8,14.05,6.02,5.1,5.67,45,47,15.75,1,1,1,26.61,1,0,FSIExceeded
APP005370,1412,Residential,2.8,3.48,7,17.83,6.36,4.33,3.96,18,24,29.52,1,1,1,25.92,1,0,FSIExceeded
APP005371,3062,Commercial,1.5,1.4,17,46.32,7.21,5.76,3.38,24,29,11.9,1,0,1,4.93,1,0,MissingNOC
APP005372,3038,Residential,2.5,2.12,12,8.16,7.57,4.77,4.31,5,9,28.91,1,1,1,11.24,1,1,None
APP005373,4887,Residential,1.0,1.19,4,16.15,6.11,3.81,5.88,32,41,26.75,1,1,1,34.48,1,0,FSIExceeded
APP005374,2400,Residential,3.0,2.95,20,13.21,3.02,6.33,5.37,35,35,10.78,1,1,1,14.52,1,1,None
APP005375,3297,Commercial,2.2,2.16,18,5.27,1.82,1.73,2.65,11,16,14.4,1,0,1,16.97,1,0,"SetbackDeficit, MissingNOC"
APP005376,226,Commercial,1.5,1.35,4,34.66,6.13,6.12,5.74,38,41,22.99,1,1,1,33.59,1,1,None
APP005377,1291,Mixed-use,2.5,2.48,10,15.45,5.34,3.87,5.82,11,7,10.6,1,1,1,17.08,1,0,ParkingDeficit
APP005378,2739,Residential,2.0,1.46,3,39.81,6.63,5.8,3.1,43,43,20.18,1,1,1,34.0,1,1,None
APP005379,4489,Residential,2.8,2.2,5,32.6,7.64,5.92,3.08,12,21,18.84,1,0,1,2.78,1,0,MissingNOC
APP005380,4016,Residential,2.8,2.77,12,41.73,3.02,5.23,3.16,32,42,13.0,1,1,1,27.64,0,0,ZoningViolation
APP005381,1466,Residential,3.0,2.3,5,58.99,3.17,5.46,3.51,11,15,13.21,1,1,1,2.52,1,1,None
APP005382,1119,Commercial,2.2,1.75,5,17.09,4.52,5.52,3.25,44,48,18.39,1,1,1,31.6,1,1,None
APP005383,4179,Residential,1.8,1.8,4,41.62,6.2,6.16,3.89,39,36,13.2,1,1,1,22.09,1,0,ParkingDeficit
APP005384,4614,Commercial,1.2,1.07,6,50.85,7.49,4.08,5.03,43,46,10.33,1,1,1,22.23,1,1,None
APP005385,4639,Commercial,1.5,1.17,10,57.66,2.21,2.63,2.25,9,19,24.56,1,1,0,15.07,1,0,"SetbackDeficit, MissingNOC"
APP005386,784,Residential,2.0,1.41,6,39.23,5.1,4.49,5.78,12,18,19.96,1,1,1,36.13,1,1,None
APP005387,3729,Industrial,2.8,2.59,1,12.2,5.15,3.64,5.53,21,29,16.5,1,1,1,20.36,1,1,None
APP005388,2987,Residential,1.2,1.24,16,7.96,5.02,6.22,4.99,25,29,10.35,1,1,1,10.42,1,0,FSIExceeded
APP005389,1562,Residential,2.0,1.9,11,20.32,7.23,6.24,4.21,8,12,20.26,1,1,1,32.97,1,1,None
APP005390,4186,Industrial,3.0,2.25,6,56.05,1.89,2.11,1.61,22,28,21.09,1,1,1,37.93,1,0,SetbackDeficit
APP005391,2361,Industrial,1.2,1.14,20,34.53,4.34,5.38,4.94,45,42,17.51,1,1,1,9.69,1,0,ParkingDeficit
APP005392,4280,Residential,2.8,2.17,18,36.86,5.61,3.87,4.76,7,12,14.95,1,1,1,24.21,1,1,None
APP005393,2941,Residential,1.5,1.09,6,38.58,6.4,5.99,5.52,32,39,26.81,1,1,1,23.54,1,1,None
APP005394,1867,Residential,2.8,3.02,17,23.27,7.21,5.39,3.23,13,23,22.92,1,1,1,24.38,1,0,FSIExceeded
APP005395,4280,Residential,1.8,1.61,12,14.99,6.53,4.71,4.77,38,41,14.55,1,1,1,22.57,1,1,None
APP005396,3660,Mixed-use,1.8,1.45,17,57.48,4.57,4.25,5.6,14,9,20.23,1,1,1,4.01,1,0,ParkingDeficit
APP005397,2212,Commercial,2.5,2.4,18,46.55,7.0,3.83,5.47,32,31,11.61,1,0,1,16.5,1,0,"ParkingDeficit, MissingNOC"
APP005398,4858,Residential,2.0,2.35,10,33.11,5.18,3.87,3.4,10,14,6.28,0,1,1,39.43,1,0,"FSIExceeded, MissingNOC"
APP005399,726,Industrial,1.8,1.53,20,25.72,5.95,6.57,3.3,28,38,26.85,1,1,0,3.53,1,0,MissingNOC
APP005400,4259,Residential,2.5,1.97,12,31.55,6.59,5.34,5.8,18,26,25.65,1,1,1,26.79,1,1,None
APP005401,3514,Residential,1.5,1.37,4,6.85,6.25,5.64,5.73,9,13,21.35,1,1,1,35.77,1,1,None
APP005402,1475,Mixed-use,3.0,3.3,10,18.61,4.44,6.73,3.68,28,28,25.47,1,1,1,8.03,1,0,FSIExceeded
APP005403,1281,Industrial,2.0,1.84,5,18.79,6.5,3.73,4.35,41,51,24.74,1,1,1,32.1,1,1,None
APP005404,590,Industrial,1.5,1.46,4,29.49,7.94,6.5,3.41,16,25,26.65,1,1,1,9.67,1,1,None
APP005405,3829,Residential,1.2,1.05,16,17.99,5.96,5.12,5.75,40,42,27.4,1,1,1,1.22,1,1,None
APP005406,3634,Commercial,2.5,2.43,5,15.2,1.95,2.73,2.88,7,2,25.65,1,1,1,20.85,1,0,"SetbackDeficit, ParkingDeficit"
APP005407,3396,Residential,2.5,2.31,19,47.1,4.99,4.84,4.51,33,40,26.44,1,0,1,28.43,1,0,MissingNOC
APP005408,2040,Commercial,2.0,1.95,6,54.14,7.24,6.1,4.58,49,46,18.04,1,0,1,7.88,1,0,"ParkingDeficit, MissingNOC"
APP005409,4508,Mixed-use,1.8,2.14,7,8.69,1.69,2.17,2.46,9,9,22.99,0,1,1,2.82,1,0,"FSIExceeded, SetbackDeficit, MissingNOC"
APP005410,1982,Residential,1.2,1.02,10,16.53,3.29,5.63,5.92,36,36,14.0,1,1,1,22.14,1,1,None
APP005411,3087,Commercial,1.2,1.2,7,47.55,4.94,3.2,5.09,32,29,26.67,1,1,1,5.91,0,0,"ParkingDeficit, ZoningViolation"
APP005412,3259,Residential,2.5,2.59,14,49.87,1.8,2.58,2.36,43,52,26.61,1,1,1,7.37,1,0,"FSIExceeded, SetbackDeficit"
APP005413,4875,Residential,2.5,2.31,10,32.51,4.53,5.99,4.72,27,25,7.59,1,1,1,28.14,1,0,ParkingDeficit
APP005414,4630,Commercial,1.8,1.59,20,43.22,7.35,4.08,3.07,43,46,14.33,1,1,1,24.48,0,0,ZoningViolation
APP005415,781,Residential,1.8,1.59,11,9.27,5.58,5.75,4.87,25,23,10.11,1,1,1,37.88,1,0,ParkingDeficit
APP005416,1173,Commercial,1.8,1.54,14,51.72,6.98,3.77,5.03,3,12,9.26,1,1,1,12.94,1,1,None
APP005417,2487,Residential,1.2,1.18,12,50.8,3.02,5.48,5.75,42,46,15.96,1,1,1,8.58,1,1,None
APP005418,2494,Mixed-use,3.0,3.76,4,43.14,4.97,3.48,5.52,2,12,21.02,1,1,1,26.23,0,0,"FSIExceeded, ZoningViolation"
APP005419,2793,Residential,1.0,0.83,13,55.4,7.4,4.67,4.15,11,12,14.25,1,0,1,38.88,1,0,MissingNOC
APP005420,1470,Residential,2.8,2.41,3,7.62,3.49,4.29,5.7,24,33,13.42,1,1,1,22.14,0,0,ZoningViolation
APP005421,4844,Residential,2.2,2.59,13,17.7,6.42,4.63,3.83,34,44,8.27,1,1,1,11.75,1,0,FSIExceeded
APP005422,4440,Mixed-use,2.5,1.8,20,24.94,7.63,6.79,3.97,45,47,15.19,0,1,1,36.42,1,0,MissingNOC
APP005423,2256,Commercial,2.0,1.65,19,13.72,4.79,4.97,3.3,38,44,17.3,1,1,1,24.42,1,1,None
APP005424,2680,Commercial,2.2,1.62,15,49.82,1.88,2.14,1.51,12,21,15.57,1,0,1,8.51,1,0,"SetbackDeficit, MissingNOC"
APP005425,4491,Residential,2.2,1.92,19,46.65,5.62,4.35,5.36,21,30,22.32,1,1,1,37.98,1,1,None
APP005426,2259,Residential,3.0,2.24,20,47.53,5.65,3.53,5.05,27,31,12.92,0,1,1,10.92,1,0,MissingNOC
APP005427,3348,Residential,1.8,1.51,4,21.02,5.07,4.41,3.98,47,52,23.19,1,1,1,35.94,1,1,None
APP005428,3831,Commercial,2.0,1.42,6,46.95,7.46,6.45,3.78,48,51,27.19,1,1,1,24.58,1,1,None
APP005429,3929,Residential,1.8,2.24,15,11.77,5.94,4.89,3.89,3,1,20.19,1,1,1,20.11,1,0,"FSIExceeded, ParkingDeficit"
APP005430,1727,Mixed-use,1.0,0.94,4,10.87,7.24,3.81,4.59,26,36,15.33,1,1,1,13.3,1,1,None
APP005431,3572,Commercial,2.2,2.15,6,37.12,2.99,1.53,2.66,5,6,10.31,1,1,1,4.75,1,0,SetbackDeficit
APP005432,127,Residential,2.0,1.96,2,7.68,7.1,6.47,5.19,20,30,28.38,1,1,1,9.79,1,1,None
APP005433,2085,Residential,1.8,1.46,4,56.63,7.79,4.63,3.14,14,19,24.04,1,1,1,13.24,1,1,None
APP005434,4253,Commercial,2.2,1.83,18,23.09,7.05,4.07,5.75,20,27,11.91,1,0,1,11.55,1,0,MissingNOC
APP005435,1621,Residential,2.0,2.36,15,31.24,5.06,3.69,5.39,14,22,9.62,1,1,1,2.93,1,0,FSIExceeded
APP005436,396,Residential,1.5,1.73,12,49.73,3.24,5.45,4.6,13,20,7.18,1,1,0,23.19,1,0,"FSIExceeded, MissingNOC"
APP005437,2281,Residential,1.2,1.09,8,27.0,6.04,6.49,5.24,3,4,10.57,1,0,1,19.01,1,0,MissingNOC
APP005438,3502,Commercial,2.2,1.95,12,28.69,6.34,3.05,5.31,38,33,23.58,1,1,1,4.26,1,0,ParkingDeficit
APP005439,2396,Commercial,1.8,1.75,9,24.14,7.12,4.9,4.45,24,29,21.11,1,1,0,18.55,1,0,MissingNOC
APP005440,2697,Residential,1.5,1.38,7,24.34,7.11,5.3,4.46,20,27,29.22,1,1,1,3.16,1,1,None
APP005441,1001,Residential,2.8,2.07,8,30.74,4.68,3.61,3.81,4,6,13.73,1,1,1,37.26,1,1,None
APP005442,1198,Residential,3.0,2.32,20,57.03,4.95,4.08,3.04,25,30,24.88,1,1,1,10.36,1,1,None
APP005443,1777,Commercial,2.5,2.38,10,56.48,3.21,3.82,5.26,24,31,8.89,1,1,1,28.99,1,1,None
APP005444,2981,Residential,1.2,0.93,11,34.98,6.46,4.2,4.53,5,13,19.5,1,1,1,10.05,1,1,None
APP005445,4966,Residential,2.8,2.2,2,30.08,2.35,2.24,2.45,19,19,17.2,1,1,1,18.98,1,0,SetbackDeficit
APP005446,1478,Mixed-use,2.0,1.8,4,49.45,4.26,3.08,4.01,13,15,26.12,1,1,1,37.33,0,0,ZoningViolation
APP005447,1348,Mixed-use,2.5,2.12,9,42.45,6.81,3.18,4.97,36,46,22.84,1,1,1,34.87,1,1,None
APP005448,3835,Mixed-use,2.0,1.89,8,53.49,3.84,5.47,3.81,28,36,10.66,1,1,1,31.16,1,1,None
APP005449,4341,Industrial,1.2,1.0,5,45.18,7.04,3.18,3.7,44,54,29.61,1,1,1,31.61,1,1,None
APP005450,1364,Residential,1.8,1.55,14,57.38,7.56,5.4,5.29,15,22,25.76,1,1,1,32.94,1,1,None
APP005451,2007,Residential,2.0,2.16,2,53.74,4.4,6.37,3.05,32,31,14.51,1,0,1,29.71,1,0,"FSIExceeded, ParkingDeficit, MissingNOC"
APP005452,1158,Residential,2.2,2.03,17,52.04,4.56,3.16,3.29,4,0,25.82,1,1,1,35.87,1,0,ParkingDeficit
APP005453,2849,Residential,2.0,1.49,8,26.54,6.32,4.88,4.6,6,9,28.97,1,1,1,14.01,1,1,None
APP005454,2148,Mixed-use,1.0,1.3,2,26.24,6.05,6.82,3.34,30,40,27.37,1,1,1,21.05,1,0,FSIExceeded
APP005455,4348,Commercial,1.0,1.05,15,45.77,5.57,4.7,3.8,40,36,19.35,1,1,1,25.86,1,0,"FSIExceeded, ParkingDeficit"
APP005456,2576,Commercial,1.5,1.05,2,9.61,2.28,1.74,1.51,18,18,19.85,1,1,1,7.91,1,0,SetbackDeficit
APP005457,4116,Residential,3.0,2.82,11,22.72,6.62,6.36,3.96,20,21,8.56,1,1,1,20.13,1,1,None
APP005458,4703,Mixed-use,1.2,1.05,14,56.27,7.37,5.79,5.42,36,41,9.95,1,1,1,4.96,1,1,None
APP005459,3297,Industrial,2.0,1.7,10,29.76,5.85,3.64,4.94,34,36,29.58,1,1,1,24.47,1,1,None
APP005460,4686,Residential,3.0,3.88,7,19.84,7.86,4.72,5.21,9,11,24.47,1,1,1,3.9,1,0,FSIExceeded
APP005461,3653,Industrial,2.5,3.08,14,31.2,5.74,5.87,5.27,38,40,6.61,1,1,1,20.13,1,0,FSIExceeded
APP005462,4540,Residential,2.8,3.3,13,20.87,5.1,4.92,5.78,36,36,19.14,1,0,1,18.47,1,0,"FSIExceeded, MissingNOC"
APP005463,1861,Residential,1.2,1.33,2,47.25,7.25,4.77,5.1,21,26,14.29,1,1,1,4.47,1,0,FSIExceeded
APP005464,320,Commercial,2.0,1.89,10,51.78,3.91,5.36,4.97,18,24,13.48,1,1,1,17.57,1,1,None
APP005465,4918,Commercial,3.0,2.78,1,48.05,6.41,4.49,5.95,46,54,19.36,1,1,1,27.11,1,1,None
APP005466,4723,Residential,1.0,0.86,1,13.2,7.47,6.06,4.41,14,17,13.68,1,1,1,23.79,0,0,ZoningViolation
APP005467,2988,Residential,1.0,0.94,3,23.48,4.47,3.59,4.14,5,14,12.04,1,1,1,18.32,0,0,ZoningViolation
APP005468,1764,Mixed-use,2.8,2.46,11,16.77,4.7,4.25,4.87,31,41,28.51,1,1,1,14.6,1,1,None
APP005469,4086,Commercial,1.2,0.86,19,7.35,3.12,4.68,3.46,7,11,6.96,1,1,1,2.3,1,1,None
APP005470,4676,Commercial,3.0,2.64,9,45.65,6.62,3.88,4.42,3,7,16.47,1,1,1,38.24,1,1,None
APP005471,3077,Residential,3.0,2.48,13,28.56,5.51,5.32,5.94,16,26,18.27,1,1,1,16.11,1,1,None
APP005472,1971,Residential,1.8,1.62,4,20.21,1.84,2.51,2.35,35,35,16.56,1,1,1,16.66,1,0,SetbackDeficit
